,id,movie_id,movie_title,movie_url,genre
61,62,66,Lawnmower Man 2: Beyond Cyberspace,,Action|Sci-Fi|Thriller
62,63,68,French Twist,,Comedy|Romance
63,64,69,Friday,,Comedy
64,65,70,From Dusk Till Dawn,,Action|Comedy|Horror|Thriller
65,66,71,Fair Game,,Action
66,67,72,Kicking and Screaming,,Comedy|Drama
67,68,73,"Misérables, Les",,Drama|War
68,69,74,Bed of Roses,,Drama|Romance
69,70,75,Big Bully,,Comedy|Drama
70,71,76,Screamers,,Action|Sci-Fi|Thriller
71,72,78,The Crossing Guard,,Action|Crime|Drama|Thriller
72,73,79,The Juror,,Drama|Thriller
73,74,80,The White Balloon,,Children|Drama
74,75,81,Things to Do in Denver When You're Dead,,Crime|Drama|Romance
75,76,82,Antonia's Line,,Comedy|Drama
76,77,83,Once Upon a Time... When We Were Colored,,Drama|Romance
77,78,84,Last Summer in the Hamptons,,Comedy|Drama
78,79,85,Angels and Insects,,Drama|Romance
79,80,86,White Squall,,Action|Adventure|Drama
80,81,87,Dunston Checks In,,Children|Comedy
81,82,88,Black Sheep,,Comedy
82,83,89,Nick of Time,,Action|Thriller
83,84,90,The Journey of August King,,Drama
84,85,92,Mary Reilly,,Drama|Horror|Thriller
85,86,93,Vampire in Brooklyn,,Comedy|Horror|Romance
86,87,94,Beautiful Girls,,Comedy|Drama|Romance
87,88,95,Broken Arrow,,Action|Adventure|Thriller
88,89,96,In the Bleak Midwinter,,Comedy|Drama
89,90,97,Hate,,Crime|Drama
90,91,100,City Hall,,Drama|Thriller
91,92,101,Bottle Rocket,,Adventure|Comedy|Crime|Romance
92,93,102,Mr. Wrong,,Comedy
93,94,103,Unforgettable,,Mystery|Sci-Fi|Thriller
94,95,104,Happy Gilmore,,Comedy
95,96,105,The Bridges of Madison County,,Drama|Romance
96,97,107,Muppet Treasure Island,,Adventure|Children|Comedy|Musical
97,98,108,Catwalk,,Documentary
98,99,110,Braveheart,,Action|Drama|War
99,100,111,Taxi Driver,,Crime|Drama|Thriller
100,101,112,Rumble in the Bronx,,Action|Adventure|Comedy|Crime
101,102,113,Before and After,,Drama|Mystery
102,103,114,Margaret's Museum,,Drama
103,104,115,Happiness Is in the Field,,Comedy
104,105,116,Anne Frank Remembered,,Documentary
105,106,117,The Young Poisoner's Handbook,,Crime|Drama
106,107,118,If Lucy Fell,,Comedy|Romance
107,108,121,The Boys of St. Vincent,,Drama
108,109,122,Boomerang,,Comedy|Romance
109,110,123,Chungking Express,,Drama|Mystery|Romance
110,111,124,The Star Maker,,Drama
111,112,125,Flirting With Disaster,,Comedy
112,113,126,The NeverEnding Story III,,Adventure|Children|Fantasy
113,114,129,Pie in the Sky,,Comedy|Romance
114,115,131,Frankie Starlight,,Drama|Romance
115,116,132,Jade,,Thriller
116,117,135,Down Periscope,,Comedy
117,118,137,Man of the Year,,Documentary
118,119,138,The Neon Bible,,Drama
119,120,140,Up Close and Personal,,Drama|Romance
120,121,141,The Birdcage,,Comedy
121,122,144,The Brothers McMullen,,Comedy
122,123,145,Bad Boys,,Action|Comedy|Crime|Drama|Thriller
123,124,146,The Amazing Panda Adventure,,Adventure|Children
124,125,147,The Basketball Diaries,,Drama
125,126,149,Amateur,,Crime|Drama|Thriller
126,127,150,Apollo 13,,Adventure|Drama|IMAX
127,128,151,Rob Roy,,Action|Drama|Romance|War
128,129,152,The Addiction,,Drama|Horror
129,130,153,Batman Forever,,Action|Adventure|Comedy|Crime
130,131,154,Beauty of the Day,,Drama
131,132,155,Beyond Rangoon,,Adventure|Drama|War
132,133,156,Blue in the Face,,Comedy|Drama
133,134,157,Canadian Bacon,,Comedy|War
134,135,158,Casper,,Adventure|Children
135,136,159,Clockers,,Crime|Drama|Mystery
136,137,160,Congo,,Action|Adventure|Mystery|Sci-Fi
137,138,161,Crimson Tide,,Drama|Thriller|War
138,139,162,Crumb,,Documentary
139,140,163,Desperado,,Action|Romance|Western
140,141,164,Devil in a Blue Dress,,Crime|Film-Noir|Mystery|Thriller
141,142,165,Die Hard: With a Vengeance,,Action|Crime|Thriller
142,143,166,The Doom Generation,,Comedy|Crime|Drama
143,144,168,First Knight,,Action|Drama|Romance
144,145,169,Free Willy 2: The Adventure Home,,Adventure|Children|Drama
145,146,170,Hackers,,Action|Adventure|Crime|Thriller
146,147,171,Jeffrey,,Comedy|Drama
147,148,172,Johnny Mnemonic,,Action|Sci-Fi|Thriller
148,149,173,Judge Dredd,,Action|Crime|Sci-Fi
149,150,174,Jury Duty,,Comedy
150,151,175,Kids,,Drama
151,152,176,Living in Oblivion,,Comedy
152,153,177,Lord of Illusions,,Horror
153,154,178,Love & Human Remains,,Comedy|Drama
154,155,179,Mad Love,,Drama|Romance
155,156,180,Mallrats,,Comedy|Romance
156,157,181,Mighty Morphin Power Rangers: The Movie,,Action|Children
157,158,182,Moonlight and Valentino,,Drama|Romance
158,159,183,Mute Witness,,Comedy|Horror|Thriller
159,160,184,Nadja,,Drama
160,161,185,The Net,,Action|Crime|Thriller
161,162,186,Nine Months,,Comedy|Romance
162,163,187,Party Girl,,Comedy
163,164,188,The Prophecy,,Fantasy|Horror|Mystery
164,165,190,Safe,,Thriller
165,166,191,The Scarlet Letter,,Drama|Romance
166,167,193,Showgirls,,Drama
167,168,194,Smoke,,Comedy|Drama
168,169,195,Something to Talk About,,Comedy|Drama|Romance
169,170,196,Species,,Horror|Sci-Fi
170,171,198,Strange Days,,Action|Crime|Drama|Mystery|Sci-Fi|Thriller
171,172,199,The Umbrellas of Cherbourg,,Drama|Musical|Romance
172,173,200,The Tie That Binds,,Thriller
173,174,201,Three Wishes,,Drama|Fantasy
174,175,202,Total Eclipse,,Drama|Romance
175,176,203,"To Wong Foo, Thanks for Everything! Julie Newmar",,Comedy
176,177,204,Under Siege 2: Dark Territory,,Action
177,178,205,Unstrung Heroes,,Comedy|Drama
178,179,206,Unzipped,,Documentary
179,180,207,A Walk in the Clouds,,Drama|Romance
180,181,208,Waterworld,,Action|Adventure|Sci-Fi
181,182,209,White Man's Burden,,Drama
182,183,210,Wild Bill,,Western
183,184,211,The Browning Version,,Drama
184,185,212,Bushwhacked,,Adventure|Comedy|Crime|Mystery
185,186,213,Burnt by the Sun,,Drama
186,187,214,Before the Rain,,Drama|War
187,188,215,Before Sunrise,,Drama|Romance
188,189,216,Billy Madison,,Comedy
189,190,217,The Babysitter,,Drama|Thriller
190,191,218,Boys on the Side,,Comedy|Drama
191,192,219,The Cure,,Drama
192,193,220,Castle Freak,,Horror
193,194,222,Circle of Friends,,Drama|Romance
194,195,223,Clerks,,Comedy
195,196,224,Don Juan DeMarco,,Comedy|Drama|Romance
196,197,225,Disclosure,,Drama|Thriller
197,198,226,Dream Man,,Thriller
198,199,227,Drop Zone,,Action|Thriller
199,200,228,Destiny Turns on the Radio,,Comedy
200,201,229,Death and the Maiden,,Drama|Thriller
201,202,230,Dolores Claiborne,,Drama|Thriller
202,203,231,Dumb & Dumber,,Adventure|Comedy
203,204,232,Eat Drink Man Woman,,Comedy|Drama|Romance
204,205,233,Exotica,,Drama
205,206,234,Exit to Eden,,Comedy
206,207,235,Ed Wood,,Comedy|Drama
207,208,236,French Kiss,,Action|Comedy|Romance
208,209,237,Forget Paris,,Comedy|Romance
209,210,238,Far From Home: The Adventures of Yellow Dog,,Adventure|Children
210,211,239,A Goofy Movie,,Animation|Children|Comedy|Romance
211,212,240,Hideaway,,Thriller
212,213,241,Fluke,,Children|Drama
213,214,242,Farinelli: il castrato,,Drama|Musical
214,215,243,Gordy,,Children|Comedy|Fantasy
215,216,245,The Glass Shield,,Crime|Drama
216,217,246,Hoop Dreams,,Documentary
217,218,247,Heavenly Creatures,,Crime|Drama
218,219,248,Houseguest,,Comedy
219,220,249,Immortal Beloved,,Drama|Romance
220,221,250,Heavyweights,,Children|Comedy
221,222,251,The Hunted,,Action
222,223,252,I.Q.,,Comedy|Romance
223,224,253,Interview with the Vampire: The Vampire Chronicles,,Drama|Horror
224,225,254,Jefferson in Paris,,Drama
225,226,255,The Jerky Boys,,Comedy
226,227,256,Junior,,Comedy|Sci-Fi
227,228,257,Just Cause,,Mystery|Thriller
228,229,258,A Kid in King Arthur's Court,,Adventure|Children|Comedy|Fantasy|Romance
229,230,259,Kiss of Death,,Crime|Drama|Thriller
230,231,260,Star Wars: Episode IV - A New Hope,,Action|Adventure|Sci-Fi
231,232,261,Little Women,,Drama
232,233,262,A Little Princess,,Children|Drama
233,234,263,Ladybird Ladybird,,Drama
234,235,265,Like Water for Chocolate,,Drama|Fantasy|Romance
235,236,266,Legends of the Fall,,Drama|Romance|War|Western
236,237,267,Major Payne,,Comedy
237,238,268,Little Odessa,,Crime|Drama
238,239,269,My Crazy Life,,Drama
239,240,270,Love Affair,,Drama|Romance
240,241,271,Losing Isaiah,,Drama
241,242,272,The Madness of King George,,Comedy|Drama
242,243,273,Mary Shelley's Frankenstein,,Drama|Horror|Sci-Fi
243,244,274,Man of the House,,Comedy
244,245,275,Mixed Nuts,,Comedy
245,246,276,Milk Money,,Comedy|Romance
246,247,277,Miracle on 34th Street,,Drama
247,248,278,Miami Rhapsody,,Comedy
248,249,279,My Family,,Drama
249,250,280,Murder in the First,,Drama|Thriller
250,251,281,Nobody's Fool,,Comedy|Drama|Romance
251,252,282,Nell,,Drama
252,253,283,New Jersey Drive,,Crime|Drama
253,254,288,Natural Born Killers,,Action|Crime|Thriller
254,255,289,Only You,,Comedy|Romance
255,256,290,Once Were Warriors,,Crime|Drama
256,257,291,Poison Ivy II,,Drama|Thriller
257,258,292,Outbreak,,Action|Drama|Sci-Fi|Thriller
258,259,293,Léon: The Professional,,Action|Crime|Drama|Thriller
259,260,294,The Perez Family,,Comedy|Romance
260,261,296,Pulp Fiction,,Comedy|Crime|Drama|Thriller
261,262,298,Pushing Hands,,Drama
262,263,299,Priest,,Drama
263,264,300,Quiz Show,,Drama
264,265,301,Picture Bride,,Drama|Romance
265,266,302,Queen Margot,,Drama|Romance
266,267,303,The Quick and the Dead,,Action|Thriller|Western
267,268,304,Roommates,,Comedy|Drama
268,269,305,Ready to Wear,,Comedy
269,270,306,Three Colors: Red,,Drama
270,271,307,Three Colors: Blue,,Drama
271,272,308,Three Colors: White,,Comedy|Drama
272,273,309,"Red Firecracker, Green Firecracker",,Drama
273,274,312,Stuart Saves His Family,,Comedy
274,275,313,The Swan Princess,,Animation|Children
275,276,314,The Secret of Roan Inish,,Children|Drama|Fantasy|Mystery
276,277,315,The Specialist,,Action|Drama|Thriller
277,278,316,Stargate,,Action|Adventure|Sci-Fi
278,279,317,The Santa Clause,,Comedy|Drama|Fantasy
279,280,318,The Shawshank Redemption,,Crime|Drama
280,281,319,Shallow Grave,,Comedy|Drama|Thriller
281,282,320,Suture,,Film-Noir|Thriller
282,283,321,Strawberry and Chocolate,,Drama
283,284,322,Swimming with Sharks,,Comedy|Drama
284,285,324,The Sum of Us,,Comedy|Drama
285,286,325,National Lampoon's Senior Trip,,Comedy
286,287,326,To Live,,Drama
287,288,327,Tank Girl,,Action|Comedy|Sci-Fi
288,289,328,Tales from the Crypt Presents: Demon Knight,,Horror|Thriller
289,290,329,Star Trek: Generations,,Adventure|Drama|Sci-Fi
290,291,330,Tales from the Hood,,Action|Crime|Horror
291,292,331,Tom & Viv,,Drama
292,293,332,Village of the Damned,,Horror|Sci-Fi
293,294,333,Tommy Boy,,Comedy
294,295,334,Vanya on 42nd Street,,Drama
295,296,335,Underneath,,Mystery|Thriller
296,297,336,The Walking Dead,,Drama|War
297,298,337,What's Eating Gilbert Grape,,Drama
298,299,338,Virtuosity,,Action|Sci-Fi|Thriller
299,300,339,While You Were Sleeping,,Comedy|Romance
300,301,340,The War,,Adventure|Drama|War
301,302,341,Double Happiness,,Drama
302,303,342,Muriel's Wedding,,Comedy
303,304,343,The Baby-Sitters Club,,Children
304,305,344,Ace Ventura: Pet Detective,,Comedy
305,306,345,"The Adventures of Priscilla, Queen of the Desert",,Comedy|Drama
306,307,346,Backbeat,,Drama|Musical
307,308,347,Bitter Moon,,Drama|Film-Noir|Romance
308,309,348,Bullets Over Broadway,,Comedy
309,310,349,Clear and Present Danger,,Action|Crime|Drama|Thriller
310,311,350,The Client,,Drama|Mystery|Thriller
311,312,351,"Corrina, Corrina",,Comedy|Drama|Romance
312,313,352,Crooklyn,,Comedy|Drama
313,314,353,The Crow,,Action|Crime|Fantasy|Thriller
314,315,354,Cobb,,Drama
315,316,355,The Flintstones,,Children|Comedy|Fantasy
316,317,356,Forrest Gump,,Comedy|Drama|Romance|War
317,318,357,Four Weddings and a Funeral,,Comedy|Romance
318,319,358,Higher Learning,,Drama
319,320,360,I Love Trouble,,Action|Comedy
320,321,361,It Could Happen to You,,Comedy|Drama|Romance
321,322,362,The Jungle Book,,Adventure|Children|Romance
322,323,363,"The Wonderful, Horrible Life of Leni Riefenstahl",,Documentary
323,324,364,The Lion King,,Adventure|Animation|Children|Drama|Musical|IMAX
324,325,365,Little Buddha,,Drama
325,326,366,Wes Craven's New Nightmare,,Drama|Horror|Mystery|Thriller
326,327,367,The Mask,,Action|Comedy|Crime|Fantasy
327,328,368,Maverick,,Adventure|Comedy|Western
328,329,369,Mrs. Parker and the Vicious Circle,,Drama
329,330,370,Naked Gun 33 1/3: The Final Insult,,Action|Comedy
330,331,371,The Paper,,Comedy|Drama
331,332,372,Reality Bites,,Comedy|Drama|Romance
332,333,373,Red Rock West,,Thriller
333,334,374,Richie Rich,,Children|Comedy
334,335,375,Safe Passage,,Drama
335,336,376,The River Wild,,Action|Thriller
336,337,377,Speed,,Action|Romance|Thriller
337,338,378,Speechless,,Comedy|Romance
338,339,379,Timecop,,Action|Sci-Fi|Thriller
339,340,380,True Lies,,Action|Adventure|Comedy|Romance|Thriller
340,341,381,When a Man Loves a Woman,,Drama|Romance
341,342,382,Wolf,,Drama|Horror|Romance|Thriller
342,343,383,Wyatt Earp,,Western
343,344,384,Bad Company,,Action|Crime|Drama
344,345,385,A Man of No Importance,,Drama
345,346,386,S.F.W.,,Drama
346,347,387,A Low Down Dirty Shame,,Action|Comedy
347,348,388,Boys Life,,Drama
348,349,389,"Colonel Chabert, Le",,Drama|Romance|War
349,350,390,Faster Pussycat! Kill! Kill!,,Action|Crime|Drama
350,351,391,Jason's Lyric,,Crime|Drama
351,352,392,The Secret Adventures of Tom Thumb,,Adventure|Animation
352,353,393,Street Fighter,,Action|Adventure|Fantasy
353,354,396,Fall Time,,Drama
354,355,404,Brother Minister: The Assassination of Malcolm X,,Documentary
355,356,405,Highlander III: The Sorcerer,,Action|Fantasy
356,357,407,In the Mouth of Madness,,Horror|Thriller
357,358,408,8 Seconds,,Drama
358,359,409,Above the Rim,,Crime|Drama
359,360,410,Addams Family Values,,Children|Comedy|Fantasy
360,361,412,The Age of Innocence,,Drama
361,362,413,Airheads,,Comedy
362,363,414,The Air Up There,,Comedy
363,364,415,Another Stakeout,,Comedy|Thriller
364,365,416,Bad Girls,,Western
365,366,417,Barcelona,,Comedy|Romance
366,367,418,Being Human,,Drama
367,368,419,The Beverly Hillbillies,,Comedy
368,369,420,Beverly Hills Cop III,,Action|Comedy|Crime|Thriller
369,370,421,Black Beauty,,Adventure|Children|Drama
370,371,422,Blink,,Thriller
371,372,423,Blown Away,,Action|Thriller
372,373,424,Blue Chips,,Drama
373,374,425,Blue Sky,,Drama|Romance
374,375,426,Body Snatchers,,Horror|Sci-Fi|Thriller
375,376,427,Boxing Helena,,Drama|Mystery|Romance|Thriller
376,377,428,A Bronx Tale,,Drama
377,378,429,Cabin Boy,,Comedy
378,379,430,Calendar Girl,,Comedy|Drama
379,380,431,Carlito's Way,,Crime|Drama
380,381,432,City Slickers II: The Legend of Curly's Gold,,Adventure|Comedy|Western
381,382,433,Clean Slate,,Comedy
382,383,434,Cliffhanger,,Action|Adventure|Thriller
383,384,435,Coneheads,,Comedy|Sci-Fi
384,385,436,Color of Night,,Drama|Thriller
385,386,437,Cops and Robbersons,,Comedy
386,387,438,The Cowboy Way,,Action|Comedy|Drama
387,388,439,Dangerous Game,,Drama
388,389,440,Dave,,Comedy|Romance
389,390,441,Dazed and Confused,,Comedy
390,391,442,Demolition Man,,Action|Adventure|Sci-Fi
391,392,443,The Endless Summer 2,,Adventure|Documentary
392,393,444,Even Cowgirls Get the Blues,,Comedy|Romance
393,394,445,Fatal Instinct,,Comedy
394,395,446,Farewell My Concubine,,Drama|Romance
395,396,447,The Favor,,Comedy|Romance
396,397,448,Fearless,,Drama
397,398,449,Fear of a Black Hat,,Comedy
398,399,450,With Honors,,Comedy|Drama
399,400,451,Flesh and Bone,,Drama|Mystery|Romance
400,401,452,Widows' Peak,,Drama
401,402,453,For Love or Money,,Comedy|Romance
402,403,454,The Firm,,Drama|Thriller
403,404,455,Free Willy,,Adventure|Children|Drama
404,405,456,Fresh,,Crime|Drama|Thriller
405,406,457,The Fugitive,,Thriller
406,407,458,Geronimo: An American Legend,,Drama|Western
407,408,459,The Getaway,,Action|Adventure|Crime|Drama|Romance|Thriller
408,409,460,Getting Even with Dad,,Comedy
409,410,461,Go Fish,,Drama|Romance
410,411,463,Guilty as Sin,,Crime|Drama|Thriller
411,412,464,Hard Target,,Action|Adventure|Crime|Thriller
412,413,465,Heaven & Earth,,Action|Drama|War
413,414,466,Hot Shots! Part Deux,,Action|Comedy|War
414,415,467,Live Nude Girls,,Comedy
415,416,468,The Englishman Who Went Up a Hill But Came Down a Mountain,,Comedy|Romance
416,417,469,The House of the Spirits,,Drama|Romance
417,418,470,House Party 3,,Comedy
418,419,471,The Hudsucker Proxy,,Comedy
419,420,472,I'll Do Anything,,Comedy|Drama
420,421,473,In the Army Now,,Comedy|War
421,422,474,In the Line of Fire,,Action|Thriller
422,423,475,In the Name of the Father,,Drama
423,424,476,The Inkwell,,Comedy|Drama
424,425,477,What's Love Got to Do with It?,,Drama|Musical
425,426,479,Judgment Night,,Action|Crime|Thriller
426,427,480,Jurassic Park,,Action|Adventure|Sci-Fi|Thriller
427,428,481,Kalifornia,,Drama|Thriller
428,429,482,Killing Zoe,,Crime|Drama|Thriller
429,430,483,King of the Hill,,Drama
430,431,485,Last Action Hero,,Action|Adventure|Comedy|Fantasy
431,432,486,Life with Mikey,,Comedy
432,433,487,Lightning Jack,,Comedy|Western
433,434,488,M. Butterfly,,Drama|Romance
434,435,489,Made in America,,Comedy
435,436,490,Malice,,Thriller
436,437,491,The Man Without a Face,,Drama
437,438,492,Manhattan Murder Mystery,,Comedy|Mystery
438,439,493,Menace II Society,,Action|Crime|Drama
439,440,494,Executive Decision,,Action|Adventure|Thriller
440,441,495,In the Realm of the Senses,,Drama
441,442,496,What Happened Was...,,Comedy|Drama|Romance|Thriller
442,443,497,Much Ado About Nothing,,Comedy|Romance
443,444,498,Mr. Jones,,Drama|Romance
444,445,499,Mr. Wonderful,,Comedy|Romance
445,446,500,Mrs. Doubtfire,,Comedy|Drama
446,447,501,Naked,,Drama
447,448,502,The Next Karate Kid,,Action|Children|Romance
448,449,504,No Escape,,Action|Drama|Sci-Fi
449,450,505,North,,Comedy
450,451,506,Orlando,,Drama|Fantasy|Romance
451,452,507,A Perfect World,,Crime|Drama|Thriller
452,453,508,Philadelphia,,Drama
453,454,509,The Piano,,Drama|Romance
454,455,510,Poetic Justice,,Drama
455,456,511,The Program,,Action|Drama
456,457,512,The Puppet Masters,,Horror|Sci-Fi
457,458,513,Radioland Murders,,Comedy|Mystery|Romance
458,459,514,The Ref,,Comedy
459,460,515,The Remains of the Day,,Drama|Romance
460,461,516,Renaissance Man,,Comedy|Drama
461,462,517,Rising Sun,,Action|Drama|Mystery
462,463,518,The Road to Wellville,,Comedy
463,464,519,RoboCop 3,,Action|Crime|Drama|Sci-Fi|Thriller
464,465,520,Robin Hood: Men in Tights,,Comedy
465,466,521,Romeo Is Bleeding,,Crime|Thriller
466,467,522,Romper Stomper,,Action|Drama
467,468,523,Ruby in Paradise,,Drama
468,469,524,Rudy,,Drama
469,470,525,The Saint of Fort Washington,,Drama
470,471,526,Savage Nights,,Drama
471,472,527,Schindler's List,,Drama|War
472,473,528,The Scout,,Comedy|Drama
473,474,529,Searching for Bobby Fischer,,Drama
474,475,531,The Secret Garden,,Children|Drama
475,476,532,Serial Mom,,Comedy|Crime|Horror
476,477,533,The Shadow,,Action|Adventure|Fantasy|Mystery
477,478,534,Shadowlands,,Drama|Romance
478,479,535,Short Cuts,,Drama
479,480,536,A Simple Twist of Fate,,Drama
480,481,537,Sirens,,Drama
481,482,538,Six Degrees of Separation,,Drama
482,483,539,Sleepless in Seattle,,Comedy|Drama|Romance
483,484,540,Sliver,,Thriller
484,485,541,Blade Runner,,Action|Sci-Fi|Thriller
485,486,542,Son in Law,,Comedy|Drama|Romance
486,487,543,So I Married an Axe Murderer,,Comedy|Romance|Thriller
487,488,544,Striking Distance,,Action|Crime
488,489,545,Harem,,Drama
489,490,546,Super Mario Bros.,,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
490,491,547,Surviving the Game,,Action|Adventure|Thriller
491,492,548,Terminal Velocity,,Action|Mystery|Thriller
492,493,549,Thirty-Two Short Films About Glenn Gould,,Drama|Musical
493,494,550,Threesome,,Comedy|Romance
494,495,551,The Nightmare Before Christmas,,Animation|Children|Fantasy|Musical
495,496,552,The Three Musketeers,,Action|Adventure|Comedy|Romance
496,497,553,Tombstone,,Action|Drama|Western
497,498,554,Trial by Jury,,Crime|Drama|Thriller
498,499,555,True Romance,,Crime|Thriller
499,500,556,The War Room,,Documentary
500,501,558,The Pagemaster,,Action|Adventure|Animation|Children|Fantasy
501,502,560,"The Beans of Egypt, Maine",,Drama
502,503,562,Welcome to the Dollhouse,,Comedy|Drama
503,504,563,Germinal,,Drama|Romance
504,505,565,Cronos,,Drama|Horror
505,506,566,Naked in New York,,Comedy|Romance
506,507,567,Kika,,Comedy|Drama
507,508,568,Bhaji on the Beach,,Comedy|Drama
508,509,569,Little Big League,,Comedy|Drama
509,510,570,The Slingshot,,Comedy|Drama
510,511,571,The Wedding Gift,,Drama|Romance
511,512,573,"Ciao, Professore!",,Drama
512,513,574,Spanking the Monkey,,Comedy|Drama
513,514,575,The Little Rascals,,Children|Comedy
514,515,577,Andre,,Adventure|Children|Drama
515,516,580,Princess Caraboo,,Drama
516,517,581,The Celluloid Closet,,Documentary
517,518,583,Dear Diary,,Comedy|Drama
518,519,585,The Brady Bunch Movie,,Comedy
519,520,586,Home Alone,,Children|Comedy
520,521,587,Ghost,,Comedy|Drama|Fantasy|Romance|Thriller
521,522,588,Aladdin,,Adventure|Animation|Children|Comedy|Musical
522,523,589,Terminator 2: Judgment Day,,Action|Sci-Fi
523,524,590,Dances with Wolves,,Adventure|Drama|Western
524,525,592,Batman,,Action|Crime|Thriller
525,526,593,The Silence of the Lambs,,Crime|Horror|Thriller
526,527,594,Snow White and the Seven Dwarfs,,Animation|Children|Drama|Fantasy|Musical
527,528,595,Beauty and the Beast,,Animation|Children|Fantasy|Musical|Romance|IMAX
528,529,596,Pinocchio,,Animation|Children|Fantasy|Musical
529,530,597,Pretty Woman,,Comedy|Romance
530,531,599,The Wild Bunch,,Adventure|Western
531,532,600,Love and a .45,,Action|Comedy|Crime
532,533,601,The Wooden Man's Bride,,Drama
533,534,602,A Great Day in Harlem,,Documentary
534,535,603,"Bye Bye, Love",,Comedy
535,536,605,One Fine Day,,Drama|Romance
536,537,606,Candyman: Farewell to the Flesh,,Fantasy|Horror
537,538,608,Fargo,,Comedy|Crime|Drama|Thriller
538,539,609,Homeward Bound II: Lost in San Francisco,,Adventure|Children
539,540,610,Heavy Metal,,Action|Adventure|Animation|Horror|Sci-Fi
540,541,611,Hellraiser: Bloodline,,Action|Horror|Sci-Fi
541,542,612,The Pallbearer,,Comedy
542,543,613,Jane Eyre,,Drama|Romance
543,544,614,Loaded,,Drama|Thriller
544,545,615,Bread and Chocolate,,Comedy|Drama
545,546,616,The Aristocats,,Animation|Children
546,547,617,The Flower of My Secret,,Comedy|Drama
547,548,618,Two Much,,Comedy|Romance
548,549,619,Ed,,Comedy
549,550,621,My Favorite Season,,Drama
550,551,626,A Thin Line Between Love and Hate,,Comedy
551,552,627,The Last Supper,,Drama|Thriller
552,553,628,Primal Fear,,Crime|Drama|Mystery|Thriller
553,554,630,Carried Away,,Drama|Romance
554,555,631,All Dogs Go to Heaven 2,,Adventure|Animation|Children|Fantasy|Musical|Romance
555,556,632,Land and Freedom,,Drama|War
556,557,633,Denise Calls Up,,Comedy
557,558,634,Theodore Rex,,Comedy
558,559,635,A Family Thing,,Comedy|Drama
559,560,637,Sgt. Bilko,,Comedy
560,561,638,Jack and Sarah,,Romance
561,562,639,Girl 6,,Comedy|Drama
